ID,animal_and_children,resedent_name,series_build,lift,bathroom
274878060,3,0,0,2,1
273548622,1,0,1,0,1
274653752,3,0,0,2,1
273925927,3,1,0,5,1
265074553,0,1,1,4,1
273468946,1,0,0,3,2
271096954,1,0,0,1,2
264897073,1,1,0,2,2
271431261,0,0,0,3,2
274018208,0,1,0,0,1
272435188,0,1,0,3,2
274590757,0,1,0,2,2
274252804,3,1,0,2,1
266940361,1,1,0,3,2
274215040,0,1,0,0,0
274606793,0,1,0,1,0
273525353,1,1,0,4,0
266350729,0,1,0,3,2
271677363,3,1,0,4,3
273379802,1,1,0,3,2
274541388,3,0,0,0,3
268035899,3,0,0,1,3
274655281,1,0,0,0,1
274978222,1,1,0,3,1
271887780,1,1,0,3,1
274658478,3,0,0,2,1
273824715,0,1,0,2,1
273670539,0,1,1,3,1
264700374,1,0,1,4,2
274410325,3,0,1,1,1
274494671,0,0,0,1,0
273100565,1,1,1,0,1
272690543,0,1,0,0,0
274152492,1,1,1,3,2
272096613,1,0,1,2,2
272737642,3,1,0,0,0
271216191,0,1,0,0,0
274551339,3,1,0,4,2
268777603,1,0,0,1,2
274501291,3,1,0,1,2
273487318,1,0,0,3,2
271304072,3,1,0,1,2
274315743,0,1,0,3,1
274315238,1,1,0,3,2
273970617,0,1,0,2,0
273876332,1,1,0,2,2
199480055,3,0,0,1,0
274407197,3,1,0,0,3
272376050,3,1,0,0,0
274016713,1,1,0,0,3
272025483,3,1,1,2,3
274245189,3,0,0,0,0
271025144,0,0,0,0,0
274747366,3,1,0,1,3
265647197,3,1,0,1,3
274549588,3,0,0,1,3
274744235,3,1,0,3,1
274878817,1,1,1,4,1
273846343,1,0,1,2,1
242864634,1,0,0,2,1
274728051,3,0,0,2,1
274862022,3,0,0,2,1
274838654,3,0,0,1,1
274755334,1,0,0,1,1
274968985,3,0,1,2,1
274944241,1,1,1,0,1
274772814,1,0,0,3,1
274940662,3,0,0,2,0
274294149,1,0,0,2,1
274939289,0,1,0,2,1
274937835,0,0,0,2,1
274977020,1,0,0,0,1
274955935,1,0,0,2,1
274989535,1,0,0,2,1
274670688,1,0,0,2,1
274641537,1,0,0,2,1
273897060,3,0,0,0,1
274630595,1,0,0,0,1
274825367,3,0,0,0,0
273953324,1,0,0,1,1
272134564,0,0,0,1,1
274750131,3,0,0,1,1
274602116,3,0,0,0,1
273611583,1,0,0,1,1
272637079,1,1,1,3,1
274653151,0,1,0,0,1
273815862,1,0,0,2,1
274917216,1,1,0,3,1
267310357,1,0,0,0,1
273653584,0,0,0,0,1
274829585,1,0,0,0,1
247348065,1,0,0,1,1
274464688,3,0,0,0,1
269517077,1,0,0,0,1
273319989,0,0,0,2,1
274638610,1,0,0,0,0
268486500,0,0,0,2,1
274238801,0,0,0,1,1
239768305,1,0,0,0,1
197334793,0,0,0,2,1
274438041,0,0,0,0,1
272805228,1,0,0,0,1
274883313,1,0,0,0,1
275002061,0,0,0,0,1
274344811,3,0,0,0,1
269387196,3,0,1,0,1
273178406,1,0,0,0,1
267009154,3,0,0,0,1
274385199,1,0,0,2,1
268836796,0,0,0,3,1
274881540,1,0,0,2,1
274897077,0,0,0,1,1
274808489,1,0,0,1,1
274021380,3,0,1,2,1
274981818,1,0,0,1,1
274968368,3,0,0,2,0
274836887,1,0,0,2,1
236636658,1,0,0,4,1
257037756,1,0,0,2,1
274735819,0,1,0,4,1
272223728,1,0,0,2,1
252065009,1,0,0,0,1
270373122,1,0,0,1,1
274041467,0,1,1,3,1
274635721,3,0,1,1,1
271121342,1,0,1,2,1
274473847,1,0,0,2,1
272941809,0,0,0,2,1
272384397,3,0,0,0,1
274745893,1,0,0,1,1
274484547,0,1,0,2,1
274201653,0,0,0,2,1
274557621,1,1,0,3,2
268779930,0,0,0,2,1
273773739,1,0,0,0,1
273814711,0,0,0,2,1
274644273,1,1,1,3,1
274799844,1,1,0,2,2
274904088,2,1,1,3,1
274754571,3,1,1,3,1
273141043,0,1,1,0,1
270479565,1,0,1,1,1
274925461,1,0,0,2,1
274621449,1,1,0,3,2
275001150,1,1,0,3,2
274871093,1,0,0,3,1
242485223,0,0,0,2,2
159521836,0,0,0,0,1
274772501,3,0,0,0,1
274425667,0,0,0,0,1
274575423,1,0,0,0,1
274915658,0,0,0,2,1
273487578,1,0,0,0,1
267269206,3,0,0,2,1
274806212,3,0,0,0,1
272540548,1,0,0,2,0
272461418,0,0,0,0,1
274057364,3,0,0,0,0
274425691,0,0,0,2,1
266705141,1,0,0,0,1
202504291,0,0,0,0,1
274947064,1,0,0,3,0
274683199,1,0,0,0,1
155233540,0,0,0,0,1
188380668,1,0,0,0,1
274825627,0,0,0,2,1
274901480,3,0,0,0,1
274642936,1,0,0,2,1
199502411,1,0,0,1,1
273765992,1,0,0,0,1
274744927,1,0,0,0,1
274780584,1,0,0,0,1
273263480,1,0,0,1,1
273033784,1,0,0,2,1
256698707,3,0,0,0,1
274077612,0,1,0,0,1
268021477,1,0,0,1,0
272346809,1,0,0,2,1
205513521,0,0,0,0,1
272478859,1,0,0,0,1
274801526,3,0,0,2,1
218571542,0,0,0,0,1
274596717,1,0,0,1,1
268968383,0,0,0,0,1
274101460,1,1,0,0,1
271392548,3,0,0,0,1
269002879,3,0,0,0,0
264073085,0,1,0,2,1
273991974,0,0,0,3,1
261812980,0,0,0,2,1
274568284,3,0,0,0,1
274925102,1,0,0,0,1
273982772,0,0,0,0,1
274917273,0,0,0,0,1
239465952,1,0,0,2,1
247647731,0,0,0,3,1
274126785,1,0,0,0,1
274309288,3,1,0,3,1
265851690,0,0,0,2,1
274036019,1,0,0,2,1
274350452,1,1,0,0,2
271123815,1,0,0,4,1
253852684,1,1,0,3,2
274790620,3,1,0,3,1
271371993,0,0,0,2,0
274813675,1,0,0,2,1
274896371,0,1,0,0,1
261119917,0,1,0,0,1
193550627,0,0,0,3,1
271148472,1,1,0,3,2
274904284,1,0,0,2,2
274361381,3,0,0,3,1
241074329,3,0,0,1,1
273971030,1,0,0,2,1
273041705,1,0,0,1,1
241898799,0,0,0,0,1
274339780,3,0,0,2,1
258962191,3,0,0,0,1
274750456,0,0,0,2,1
274739394,0,0,0,2,1
271952580,1,0,0,2,1
201788864,0,0,0,2,1
263040490,0,0,0,1,1
272512702,0,0,0,0,0
274891813,0,0,0,1,0
242520422,3,1,0,2,1
231845108,1,0,0,2,1
268071554,0,1,0,3,2
235011530,1,0,0,2,1
245405075,3,0,0,1,1
273784165,1,0,0,3,1
191998720,3,0,0,1,1
274925816,1,1,0,0,2
272332988,0,1,0,3,1
272170103,1,0,0,2,1
274359216,1,0,0,1,1
274250281,1,0,0,2,1
245779388,0,0,0,0,0
273813766,2,0,0,0,1
274062492,0,1,0,2,1
274757793,3,0,0,0,1
274365091,0,0,0,3,1
274687472,0,1,0,2,1
274719596,1,0,0,1,2
274969566,3,0,0,2,1
274850532,3,0,0,0,1
274945801,2,0,0,2,1
274839520,0,1,0,1,1
274485339,3,1,1,0,2
272049495,3,1,0,4,2
266778110,1,1,1,3,2
272239260,3,1,1,0,2
274090823,1,0,0,1,0
273903042,0,0,0,2,1
274923249,3,0,0,1,1
274643710,1,1,0,3,1
274880553,3,0,0,1,1
274840633,1,0,0,1,1
274802504,3,0,0,1,1
274604705,1,0,0,1,1
161780272,1,1,0,2,1
265647721,0,1,0,1,2
267973194,1,1,0,1,2
272340485,3,1,0,1,3
272241225,0,1,0,1,0
272337157,0,0,0,0,3
273387411,1,0,1,1,1
270911115,1,0,0,1,1
273953555,0,0,0,1,1
273492797,3,0,1,1,2
274898987,3,0,0,2,1
274931115,3,0,0,0,1
274484897,3,0,0,2,1
274502480,0,0,0,0,1
235666305,0,1,0,3,1
271566000,1,0,0,1,2
274871107,0,1,0,3,1
274626870,1,0,1,2,1
270325815,0,0,0,2,1
205862271,2,0,0,1,0
271781296,1,0,0,2,1
273951868,1,0,0,2,1
274886475,1,1,0,3,1
272085754,1,0,0,0,1
269566464,1,0,1,1,1
271775102,3,1,0,1,2
274733681,3,1,0,4,2
273019686,3,0,0,0,2
273061556,0,0,0,0,1
271459458,1,0,0,2,1
269942677,1,0,0,1,1
272495775,3,0,0,0,1
274449142,1,0,1,0,1
274877585,3,0,0,2,1
273523117,3,0,0,2,1
274473866,0,0,0,0,1
272220788,1,0,0,1,1
274867129,0,0,0,2,1
274337067,1,0,0,1,1
272935426,0,0,0,0,1
249057673,3,0,0,2,1
274693174,3,0,1,0,1
274996502,3,0,0,1,2
274970610,0,0,0,0,1
274942708,1,0,0,2,1
274336868,1,0,0,2,1
273761297,1,0,0,1,1
274663583,0,0,0,0,2
274039241,0,0,0,1,1
274600794,3,0,0,1,1
274936324,1,0,0,0,1
273569038,1,0,0,1,1
244083776,0,0,0,1,1
270373120,1,0,0,1,0
272312361,0,0,0,0,1
271891986,0,0,0,0,1
249483028,0,0,0,1,1
274256841,1,0,0,1,1
274064446,0,0,1,2,1
269576094,1,0,0,1,1
271015366,0,0,0,1,1
274534658,3,1,0,3,2
274146010,3,1,0,4,1
273849825,1,1,0,2,1
247504309,1,0,0,3,2
273649765,0,1,0,2,3
265424503,1,1,0,1,2
273891098,3,1,0,3,2
265967847,3,1,0,2,2
265967245,3,1,0,2,0
263425019,3,0,0,1,1
274525676,3,1,0,4,2
274151785,1,0,0,1,1
273087418,3,0,0,0,2
274213436,0,1,0,1,2
271936403,3,1,0,3,3
272744400,3,1,0,3,3
268225221,3,1,0,2,2
273362270,0,0,1,0,4
274879711,3,0,0,0,6
274018100,1,0,0,1,1
273645033,0,0,0,1,1
161082681,1,0,0,1,1
274962152,1,0,0,2,1
273927957,1,0,0,1,0
268042657,0,0,0,0,1
238777995,3,0,0,0,1
272679978,1,0,0,1,1
274615977,1,0,0,2,1
273977637,1,0,0,1,1
274360016,3,0,0,0,1
257562902,1,0,0,1,1
238306110,1,0,0,1,1
198149263,3,0,0,0,1
274756712,1,0,0,0,0
249399927,1,0,0,0,1
272811755,3,0,0,2,1
273685161,0,0,0,1,1
274789184,1,0,0,1,1
274802507,0,0,0,1,1
272735646,1,0,0,0,1
274388037,1,0,0,1,0
249300374,3,0,0,1,1
274809625,0,0,0,2,1
274828654,3,0,0,1,1
234504933,0,0,0,1,1
274991059,1,0,0,1,1
271775802,3,0,1,2,1
273384974,1,0,0,1,1
267671937,1,0,0,1,0
274254144,1,0,0,0,1
273757879,3,0,0,1,1
213400777,1,0,0,0,1
264518542,1,0,0,2,1
274662258,1,0,0,2,1
274110146,3,1,0,6,1
272588629,1,0,0,1,1
272266471,1,0,0,1,1
188626925,1,0,0,1,1
274765034,3,0,0,1,1
273252505,1,0,0,1,2
271402720,3,1,0,0,2
267226027,1,0,0,1,0
273016443,0,0,0,1,1
273595619,1,1,0,2,2
274654973,1,0,0,3,2
272023613,0,1,0,3,3
267024095,0,0,0,1,1
274065825,0,0,0,2,1
272835967,1,0,0,2,1
222371439,0,0,0,0,1
274896316,3,0,0,2,1
274268371,0,0,0,1,1
273925878,1,0,0,1,1
219518376,1,0,0,0,1
273210997,1,0,0,2,0
271538679,1,0,0,2,1
274438145,3,0,0,2,1
274413470,0,0,0,2,1
260653199,0,0,0,1,1
207425664,0,0,0,1,1
274776806,1,0,0,1,0
271959836,1,0,0,0,0
186513043,0,0,0,1,1
199250890,1,1,0,3,2
271237287,1,0,0,1,1
269992799,0,1,0,4,3
274844264,3,0,0,1,1
267634294,3,0,0,2,1
274634086,1,0,0,1,0
274798035,3,0,0,2,1
272031210,3,0,0,5,2
274008773,3,0,0,1,3
273526190,3,0,0,5,2
271496962,0,1,0,4,0
247526577,0,1,0,4,2
271538850,0,1,0,4,0
257012515,0,1,0,4,1
266250529,0,1,0,4,0
274443072,0,1,0,0,1
274915610,0,1,0,4,0
274712669,0,1,0,2,2
268324102,1,0,0,1,2
273385071,3,0,0,1,2
272299610,0,1,0,0,0
274145384,1,0,0,1,3
259751500,3,1,0,1,3
272389204,3,1,0,0,0
274341456,1,0,0,1,3
248836473,1,1,0,6,3
274613679,1,1,0,4,3
272950892,0,1,0,0,0
274988833,0,1,0,1,2
274486923,3,1,0,0,0
274483857,3,1,0,7,2
271396628,3,1,0,8,2
274138082,3,0,0,1,2
271807342,3,1,0,2,2
274457560,1,0,0,1,3
261526612,3,1,0,2,3
271292203,1,1,0,1,3
272392257,1,0,0,2,3
270451123,1,0,0,2,4
272559993,0,0,0,0,0
272324339,3,0,0,4,2
273965280,3,1,0,6,1
269186695,1,1,0,0,1
254163194,3,0,0,1,2
274924603,3,1,0,2,2
254163058,3,0,0,1,2
272431680,0,0,0,0,0
274009465,1,1,0,1,2
274930256,0,0,0,0,0
273806652,3,1,0,1,2
274757592,0,1,0,0,0
274706486,0,1,0,0,0
274722356,0,1,0,0,0
274575615,0,0,0,0,0
273729900,1,0,0,0,3
272186859,3,1,0,3,2
274790790,0,0,0,0,0
274242716,1,1,0,0,0
273682258,1,0,0,1,3
269478011,3,1,0,2,2
235070001,0,0,0,0,3
272383949,0,0,0,1,2
273928898,3,0,0,1,2
274930259,0,0,0,0,0
271909786,1,0,0,0,4
272571126,1,0,0,0,2
273966570,3,1,0,13,1
274884582,0,1,0,1,1
273235922,3,0,0,1,2
266307414,0,1,0,2,3
194229793,3,1,0,2,2
268272111,3,1,0,0,2
272291391,1,1,0,2,2
273958667,0,1,0,1,1
273689431,3,0,0,1,2
274444176,1,0,0,0,0
272478918,1,0,0,0,2
274943020,0,1,0,0,0
274694476,3,1,0,2,1
264753591,0,0,0,1,2
274826309,3,1,0,0,1
274581539,1,1,0,2,2
272930739,3,1,0,1,3
273918992,3,0,0,1,2
274238852,0,1,0,1,2
268229785,3,1,0,3,2
274263170,3,0,0,0,0
272079250,0,0,0,4,1
272394213,3,1,0,1,2
270052937,3,1,0,1,2
271871058,3,0,0,1,2
228502901,3,0,0,0,2
274094218,3,1,0,1,2
274198368,1,0,0,1,2
269537877,0,1,0,1,2
272861735,3,1,0,1,2
272270993,3,0,0,0,3
274847729,1,0,0,2,2
273740014,1,0,0,1,3
273358944,0,1,0,0,0
274270529,3,1,0,1,3
274955313,2,0,0,0,0
271775541,3,1,0,2,2
273401406,3,0,0,0,2
271459434,3,0,0,1,2
270933508,3,0,0,1,2
273973197,3,1,0,2,2
273450176,3,0,0,2,2
273653589,0,0,0,1,1
273955059,0,1,0,2,1
274980679,3,1,0,0,0
273141607,3,1,0,0,1
272707253,1,1,0,1,2
273316231,3,0,0,1,3
273530284,3,1,0,1,3
271305623,0,1,0,0,0
272947106,1,0,0,0,3
274985294,0,0,0,0,0
271846065,3,1,0,1,6
270987269,3,1,0,1,4
274748024,1,0,0,1,1
274749221,3,1,0,0,1
274389708,1,1,0,2,2
270579128,3,0,0,1,2
274001467,1,1,0,1,1
273357878,0,0,0,1,3
243671527,1,0,0,1,1
271805142,0,1,0,1,0
274248465,3,1,0,0,0
262715777,3,1,0,0,3
266776436,1,0,0,1,2
274785890,0,0,0,0,0
274641953,3,0,0,1,1
273122824,3,1,0,2,1
271776675,0,1,0,1,1
270989418,0,1,0,0,1
274083577,3,1,0,0,0
272281971,3,0,0,1,2
270244639,0,0,0,1,2
272599878,3,0,0,1,2
272863920,0,1,0,1,2
274544926,0,0,0,0,4
272033056,3,0,0,0,4
274735847,3,1,0,0,2
274093443,0,1,0,0,0
274064218,3,1,0,1,3
274511779,1,1,0,0,0
273152872,3,0,0,1,4
269582874,3,1,0,0,2
273360449,0,1,0,1,2
273813124,3,0,0,0,3
274833606,3,0,0,1,1
274830873,3,0,0,1,1
274934433,3,0,0,1,1
274922414,3,0,0,1,1
272724748,0,0,0,0,1
271253843,0,0,0,0,3
271994637,0,1,0,1,0
274918380,3,1,0,1,2
271486984,3,0,0,0,2
272087756,3,1,0,4,1
273975170,3,0,0,1,1
274760761,3,1,0,1,2
273006386,3,1,0,60,1
271037442,1,0,0,0,2
270266590,3,1,0,6,2
269363678,3,0,0,1,2
274020530,3,0,0,0,2
273785165,3,0,0,1,2
274970842,0,1,0,8,0
274410807,0,1,0,3,0
274486348,3,0,0,2,1
202659572,1,0,0,1,1
274917101,3,0,0,1,1
274964376,3,0,0,1,1
274978066,0,1,0,0,0
274916309,1,0,0,3,1
274918351,3,1,0,4,1
274908321,1,1,0,4,1
274862005,1,1,0,2,1
274899304,3,0,0,0,1
274686557,1,1,0,3,1
274943489,3,1,0,4,1
273724220,3,0,0,2,2
274920531,1,1,0,0,1
274932200,1,1,0,3,0
274901663,3,0,0,1,1
274927133,1,0,0,2,0
274785912,3,0,0,0,1
274824426,3,1,0,2,1
274979477,3,0,0,2,1
274970409,3,0,0,0,1
273493072,1,1,0,2,0
274848573,3,0,0,2,1
274931485,1,0,0,3,1
274924110,3,0,0,3,1
274900993,3,0,0,3,1
274943297,1,0,0,3,1
274828207,3,0,0,1,0
274476580,3,1,0,4,2
274700217,0,0,0,2,1
274917473,3,0,0,0,1
274618039,3,0,0,2,1
274946043,0,0,0,2,1
274588178,3,1,0,4,0
274981823,1,0,0,1,1
274862040,1,1,0,2,1
274961429,3,1,0,2,1
274908350,1,1,0,2,1
274932511,3,1,0,2,1
272898178,0,1,1,2,1
274453308,3,0,0,2,1
274902340,1,0,1,1,1
274449501,1,0,1,2,1
274798818,0,0,0,1,1
274537122,3,0,0,2,1
274918129,3,1,0,2,1
274232090,1,1,0,3,1
274564690,3,0,0,3,1
274922661,3,0,0,3,1
274897055,3,0,0,2,1
274924260,3,0,0,3,1
270039753,1,0,0,3,1
271582418,0,0,0,1,0
274981046,1,1,0,2,2
274253322,0,1,0,0,0
274970207,2,0,0,2,1
274970516,2,0,0,2,1
271754063,1,0,1,2,1
274661002,3,0,0,4,1
274915786,1,0,0,1,1
274780839,0,1,1,2,1
274884181,2,0,1,0,1
273687193,0,0,0,0,2
274215265,0,0,1,0,1
274908318,3,0,0,0,1
271613373,0,0,0,0,0
274655961,1,0,0,0,1
273690665,1,0,0,1,0
274795665,3,0,0,2,1
274981840,1,0,0,2,1
274815843,3,0,0,0,1
274159336,1,0,0,3,1
274767972,3,0,0,2,1
273007230,3,0,0,1,1
273549522,1,0,0,1,1
274881406,1,0,0,1,1
274851504,3,0,0,2,1
274985090,3,0,0,2,1
274637020,3,0,0,2,1
274761457,0,1,0,0,1
274878015,3,0,0,1,1
274624041,3,0,0,2,1
274908319,3,0,0,3,1
274876885,3,0,0,2,1
274767966,3,0,0,3,1
274908357,3,0,0,2,1
274908356,3,0,0,2,1
274937183,1,0,0,1,0
274815900,3,1,0,3,1
274767968,1,0,0,2,1
274723895,3,1,0,2,1
274964439,1,0,0,2,1
274094388,1,1,0,2,1
274723859,1,1,0,1,1
274908365,0,0,0,1,1
274908358,1,1,0,2,1
274767960,3,0,0,2,2
274953577,3,1,0,0,2
274862039,1,1,0,2,2
274815902,1,0,0,2,1
274188062,1,1,0,3,2
274815863,1,1,0,2,2
274723866,1,1,0,3,1
273842985,3,1,0,0,1
274742046,0,1,0,3,1
274720244,0,1,0,2,1
273673414,1,0,0,2,1
274828384,1,1,0,2,2
262780448,1,1,0,0,1
182831178,1,0,0,0,1
274476816,1,1,0,6,1
274453081,1,0,0,1,0
274212163,3,0,0,2,1
274703646,3,0,0,2,1
268816434,1,1,0,6,2
274005943,3,0,1,2,2
274582515,1,0,0,1,1
274971492,1,0,0,1,1
274582169,3,0,0,0,1
274996303,1,0,0,2,1
274640598,1,0,0,1,1
274811962,1,0,0,2,1
274806285,1,0,0,0,1
274665812,3,1,1,0,1
274237144,3,0,1,2,1
274796794,3,0,0,2,2
268053122,3,1,0,2,0
274985179,0,1,0,4,0
274685201,1,0,0,2,1
274270019,0,0,0,1,0
274977213,0,0,0,2,1
274944598,1,0,0,1,1
274913085,1,0,0,1,1
224662914,0,0,0,1,1
162395953,0,0,0,1,1
157656838,1,0,0,1,1
274987331,0,0,0,2,1
266889147,3,1,0,0,0
273881861,2,0,0,0,1
274902393,1,0,0,3,1
274824187,3,0,0,1,1
274945479,3,0,0,1,1
274757704,1,0,0,1,1
270137501,1,0,0,1,0
262724897,3,0,0,0,1
243847445,3,0,0,2,1
274941188,3,0,0,2,1
272798552,1,0,0,1,1
273153526,1,0,0,2,1
274437024,1,0,0,2,0
273452042,0,0,0,5,1
274599559,3,0,0,0,1
274655000,3,0,0,2,0
274811364,3,0,0,0,1
274767932,3,0,0,2,1
205162427,0,0,0,1,1
274872341,3,0,0,0,1
274846938,3,0,0,2,1
274622898,0,0,0,2,1
274953369,1,0,0,2,1
274994941,3,0,0,2,1
274268930,0,0,0,2,0
274058607,1,0,0,2,1
271419067,0,1,0,1,1
255730377,1,0,0,1,1
274970452,3,0,0,2,1
274297283,3,0,0,0,1
262688793,3,0,0,2,1
274656251,1,0,1,2,2
274712183,0,0,0,1,2
274750319,3,0,0,2,1
274882911,3,0,0,2,1
273183846,1,0,0,1,1
274354576,1,1,0,4,1
274634292,1,0,1,1,1
274882367,1,0,0,2,1
274847301,3,0,0,2,1
274512269,3,0,0,1,1
274519756,3,0,0,0,1
274150480,0,0,0,2,1
274887359,1,0,0,2,1
271990301,1,0,0,1,0
274889231,3,0,0,0,1
274358287,1,0,1,2,1
273567891,0,0,0,2,0
274082320,1,0,0,2,1
274619884,1,0,0,2,1
273088151,1,0,1,3,1
274589437,3,0,0,2,1
274058822,1,0,0,2,1
273106578,1,0,0,2,1
274635720,3,0,1,2,1
274236435,1,0,0,2,0
274638559,0,0,0,2,1
274938413,1,0,0,2,1
274939573,1,0,0,2,1
260611120,3,0,0,2,1
274190232,1,0,0,1,1
273185875,3,0,0,2,0
212115306,1,0,0,1,1
264007191,0,0,0,2,1
274944166,1,0,0,1,1
216128655,0,0,0,2,1
274634146,0,0,0,1,1
274826706,2,0,0,0,1
274981361,0,0,0,2,1
259079036,1,0,0,2,1
274974755,3,0,0,3,1
254528765,1,0,0,1,1
274570430,0,0,0,2,1
270641300,3,0,0,2,1
272902603,3,0,0,3,1
274837354,0,0,0,2,0
274821797,0,0,0,1,1
274774080,0,0,0,2,1
272525288,1,0,0,2,1
274938450,0,0,0,1,1
274356380,3,0,0,2,1
274643366,3,0,0,1,1
274163473,1,0,0,0,0
266909536,1,0,1,2,1
274986182,0,0,0,0,1
273976774,1,0,0,2,1
274587975,1,0,0,2,1
272888290,3,0,0,1,1
274900037,1,0,0,2,1
273570175,1,0,0,2,1
198435773,0,0,0,1,1
274792052,3,0,0,0,1
273476713,0,0,0,2,1
274985511,3,0,0,0,1
274158254,3,0,0,2,1
274988379,1,0,0,2,1
274680071,3,0,0,1,1
275000371,3,0,0,2,1
274518381,0,0,0,1,1
272732390,0,0,1,2,1
273957936,0,0,0,2,1
271251085,1,0,1,2,1
256755944,1,0,0,2,1
274266785,0,0,0,2,1
274043409,0,0,0,1,0
259331311,3,0,0,1,1
273451655,3,0,0,1,1
273897225,3,0,0,2,2
274558872,1,0,0,2,1
236855666,1,0,0,2,1
228262905,1,0,0,0,1
272291969,1,0,0,0,1
274775962,0,0,0,2,1
271694816,1,0,0,1,1
274528803,3,0,0,2,1
270323538,0,0,0,2,1
274600560,3,0,0,1,1
273591343,3,0,0,2,0
268061741,1,1,1,4,1
262693088,2,0,0,2,1
274133463,3,0,0,0,1
272891013,1,0,0,2,1
275001164,1,0,0,1,1
273548627,0,0,0,0,1
274219314,3,0,1,1,1
274743904,1,0,0,3,2
274872334,1,0,0,2,1
273495057,3,0,0,2,1
274589327,1,0,1,0,1
274901003,1,0,0,2,1
270554224,1,0,0,2,0
273211339,3,0,0,0,1
265126525,1,0,0,2,1
193860608,1,0,0,1,1
271958695,3,0,1,2,1
273898955,0,1,1,3,1
273225718,0,0,1,0,1
268164277,0,0,1,1,1
194012539,1,0,0,2,1
274656699,1,0,1,2,1
274662837,1,0,0,2,1
243970010,3,0,0,2,1
273766575,1,0,0,0,1
223677419,3,0,0,2,1
268689371,0,0,0,1,1
200552810,1,0,0,1,1
272323693,3,0,0,2,1
274490558,1,0,0,1,1
274676073,3,0,0,1,1
273522643,3,0,0,2,0
273906914,3,0,0,2,1
274985521,3,0,0,0,1
274581482,1,0,1,1,1
273446245,3,0,0,0,1
274365462,1,0,0,0,0
218640964,1,0,0,1,1
274823523,3,0,0,2,1
266246481,1,0,0,2,1
274511465,3,0,0,1,1
273318537,3,0,0,0,1
274646693,1,0,0,0,1
273740725,1,0,1,1,1
274697036,1,0,0,2,1
274842083,3,0,0,2,1
272544167,1,0,1,0,1
272412717,1,0,1,2,1
274180382,1,0,1,2,1
274733652,0,0,0,2,1
274759200,1,0,0,2,1
274641062,3,0,0,0,1
268002089,1,0,1,2,1
274809627,1,0,0,3,1
268620464,1,0,0,2,2
273208234,0,0,0,1,2
274941483,1,1,1,4,1
274672249,1,0,0,2,2
274734325,3,1,0,4,1
273520785,3,0,0,3,3
273632932,1,0,1,0,2
274687447,3,0,0,2,2
274442550,1,0,0,1,1
227959969,1,0,0,0,1
260835170,0,0,0,1,1
273347546,0,0,0,1,1
273973713,1,0,0,2,1
273034070,1,0,0,2,0
273104613,0,0,0,2,1
274771178,3,0,0,1,1
273574539,3,0,0,0,1
226270350,3,0,0,2,1
258886125,3,0,0,2,1
222338404,3,0,0,0,1
164816683,1,0,0,0,1
274821721,1,0,0,2,1
273318462,1,0,0,2,1
267630330,0,0,0,3,1
255339783,0,0,0,2,1
274140405,3,0,0,2,1
274859062,3,0,0,2,0
274582115,0,0,0,0,0
274930640,3,0,0,0,1
273804281,1,0,0,0,1
274837730,1,0,0,2,1
274496500,3,0,0,1,1
274524336,1,0,0,1,1
271727354,0,0,0,2,1
271098131,1,0,0,2,1
273829440,0,0,0,2,1
274739475,1,0,0,1,1
274521507,3,0,0,2,1
272590196,3,0,0,1,1
274014701,1,0,0,0,1
274613169,1,0,1,2,1
273435745,0,0,0,2,1
274830091,1,0,0,2,0
274900084,1,0,0,1,1
274335970,1,1,0,3,1
274752953,3,0,0,2,1
274893222,1,1,0,3,1
274697873,0,0,0,3,1
274136594,3,1,0,3,1
273863236,1,1,1,0,2
273396881,1,0,0,2,1
274941502,1,1,1,0,2
274082065,1,1,0,0,2
274755251,3,0,0,3,1
272405332,0,0,0,1,1
274754426,3,1,0,3,1
274282565,1,1,0,4,2
272776999,1,1,0,4,2
274978684,1,0,0,1,1
268206442,1,0,0,2,1
274875009,3,0,0,2,1
274645983,3,0,0,2,2
273645696,1,1,0,0,1
166995675,1,0,0,2,1
251269838,0,1,0,2,1
274572571,1,0,0,2,1
274438657,1,0,0,2,0
272200442,1,1,0,4,1
274970978,3,0,1,2,1
268188829,1,1,0,4,2
274619015,3,0,0,4,2
274717612,3,0,0,2,1
274108674,1,0,0,2,1
223117314,1,0,0,1,1
274917722,0,0,0,2,1
274969186,1,0,0,1,1
274686435,1,0,0,2,1
274899211,0,1,0,2,0
267351266,3,0,1,1,1
272441721,1,0,0,2,1
274260508,0,1,0,0,1
274806978,3,0,0,2,1
274945837,0,0,0,1,1
274905064,0,1,0,0,1
261704536,3,1,0,2,1
273763574,1,0,0,3,1
273734950,3,0,0,2,0
274337616,0,0,0,2,1
271501067,1,0,0,1,1
273654776,3,0,0,2,1
158161672,0,0,0,2,1
257601736,1,0,0,2,1
269935252,1,0,1,3,1
274858030,1,0,0,2,1
239804091,0,0,0,3,1
274387769,0,0,1,2,1
274704120,3,0,0,2,1
272499601,0,0,1,1,1
274241186,3,0,0,2,1
219088161,0,0,0,1,1
263452934,0,0,0,4,1
274995224,3,0,0,4,1
274693146,1,0,1,2,1
274635051,1,0,0,1,0
274963840,1,0,0,2,1
273599969,3,0,1,0,1
273727843,1,0,0,1,1
274970142,3,0,0,3,1
259122906,1,0,0,1,1
274410436,1,0,0,1,0
162798947,3,0,0,1,1
256073189,3,0,0,1,0
274749895,1,0,1,2,1
274359901,1,0,0,2,1
